as_of_date,rank,symbol,stock_name,industry_name,model_score,entry_close,benchmark_close,exit_date_d5,exit_close_d5,return_d5,benchmark_return_d5,excess_return_d5,predicted_rank,realized_rank_by_excess_d5,rank_diff_d5,hit_vs_benchmark_d5
2026-06-18,150,601788,601788,证券公司,-0.001671,14.190000,5371.600324,2026-06-26,14.510000,0.022551,-0.093711,0.116263,150,53.000000,-97.000000,True
2026-06-18,151,002594,比亚迪,乘用车,-0.001675,88.130000,5371.600324,2026-06-26,,,-0.093711,,151,,,False
2026-06-18,152,601336,601336,保险,-0.001680,57.550000,5371.600324,2026-06-26,59.600000,0.035621,-0.093711,0.129333,152,41.000000,-111.000000,True
2026-06-18,153,002050,三花智控,家用电器,-0.001699,45.740000,5371.600324,2026-06-26,41.500000,-0.092698,-0.093711,0.001014,153,236.000000,83.000000,True
2026-06-18,154,601288,601288,商业银行,-0.001737,6.370000,5371.600324,2026-06-26,6.190000,-0.028257,-0.093711,0.065454,154,119.000000,-35.000000,True
2026-06-18,155,601628,601628,保险,-0.001830,33.700000,5371.600324,2026-06-26,35.040000,0.039763,-0.093711,0.133474,155,38.000000,-117.000000,True
2026-06-18,156,601066,601066,证券公司,-0.001852,24.900000,5371.600324,2026-06-26,30.250000,0.214859,-0.093711,0.308571,156,3.000000,-153.000000,True
2026-06-18,157,000630,铜陵有色,工业金属,-0.001901,7.650000,5371.600324,2026-06-26,6.220000,-0.186928,-0.093711,-0.093217,157,263.000000,106.000000,False
2026-06-18,158,002304,洋河股份,酒,-0.001902,41.030000,5371.600324,2026-06-26,39.220000,-0.044114,-0.093711,0.049597,158,162.000000,4.000000,True
2026-06-18,159,002837,英维克,专用机械,-0.001917,74.370000,5371.600324,2026-06-26,82.570000,0.110260,-0.093711,0.203971,159,18.000000,-141.000000,True
2026-06-18,160,302132,中航成飞,航空航天,-0.001995,59.330000,5371.600324,2026-06-26,57.080000,-0.037923,-0.093711,0.055788,160,145.000000,-15.000000,True
2026-06-18,161,600030,中信证券,证券公司,-0.002054,26.560000,5371.600324,2026-06-26,27.740000,0.044428,-0.093711,0.138139,161,35.000000,-126.000000,True
2026-06-18,162,600489,600489,贵金属,-0.002101,21.920000,5371.600324,2026-06-26,18.300000,-0.165146,-0.093711,-0.071435,162,261.000000,99.000000,False
2026-06-18,163,000651,格力电器,家用电器,-0.002103,36.720000,5371.600324,2026-06-26,37.020000,0.008170,-0.093711,0.101881,163,66.000000,-97.000000,True
2026-06-18,164,002736,国信证券,证券公司,-0.002104,9.850000,5371.600324,2026-06-26,9.990000,0.014213,-0.093711,0.107925,164,59.000000,-105.000000,True
2026-06-18,165,601800,601800,建筑与工程,-0.002129,6.110000,5371.600324,2026-06-26,5.780000,-0.054010,-0.093711,0.039702,165,180.000000,15.000000,True
2026-06-18,166,601166,601166,商业银行,-0.002146,17.320000,5371.600324,2026-06-26,16.770000,-0.031755,-0.093711,0.061956,166,125.000000,-41.000000,True
2026-06-18,167,601899,紫金矿业,贵金属,-0.002150,29.690000,5371.600324,2026-06-26,25.100000,-0.154598,-0.093711,-0.060886,167,260.000000,93.000000,False
2026-06-18,168,002938,鹏鼎控股,电子元件,-0.002153,119.910000,5371.600324,2026-06-26,110.980000,-0.074473,-0.093711,0.019239,168,210.000000,42.000000,True
2026-06-18,169,603259,药明康德,制药与生物科技服务,-0.002163,102.720000,5371.600324,2026-06-26,118.180000,0.150506,-0.093711,0.244218,169,9.000000,-160.000000,True
2026-06-18,170,601881,中国银河,证券公司,-0.002188,12.090000,5371.600324,2026-06-26,12.470000,0.031431,-0.093711,0.125142,170,46.000000,-124.000000,True
2026-06-18,171,601398,601398,商业银行,-0.002205,7.160000,5371.600324,2026-06-26,7.150000,-0.001397,-0.093711,0.092315,171,77.000000,-94.000000,True
2026-06-18,172,600221,海航控股,运输业,-0.002232,1.450000,5371.600324,2026-06-26,1.390000,-0.041379,-0.093711,0.052332,172,153.000000,-19.000000,True
2026-06-18,173,601995,中金公司,证券公司,-0.002253,33.400000,5371.600324,2026-06-26,35.560000,0.064671,-0.093711,0.158382,173,26.000000,-147.000000,True
2026-06-18,174,688126,沪硅产业,半导体材料与设备,-0.002265,32.200000,5371.600324,2026-06-26,,,-0.093711,,174,,,False
2026-06-18,175,601328,601328,商业银行,-0.002267,6.680000,5371.600324,2026-06-26,6.510000,-0.025449,-0.093711,0.068262,175,110.000000,-65.000000,True
2026-06-18,176,600941,600941,电信运营服务,-0.002300,91.650000,5371.600324,2026-06-26,86.820000,-0.052700,-0.093711,0.041011,176,177.000000,1.000000,True
2026-06-18,177,600919,600919,商业银行,-0.002328,11.220000,5371.600324,2026-06-26,11.090000,-0.011586,-0.093711,0.082125,177,90.000000,-87.000000,True
2026-06-18,178,000538,云南白药,中药,-0.002356,48.430000,5371.600324,2026-06-26,47.000000,-0.029527,-0.093711,0.064184,178,122.000000,-56.000000,True
2026-06-18,179,000001,平安银行,商业银行,-0.002379,10.520000,5371.600324,2026-06-26,10.230000,-0.027567,-0.093711,0.066145,179,115.000000,-64.000000,True
2026-06-18,180,000157,中联重科,专用机械,-0.002381,7.580000,5371.600324,2026-06-26,7.310000,-0.035620,-0.093711,0.058091,180,137.000000,-43.000000,True
2026-06-18,181,000408,藏格矿业,农用化工,-0.002391,76.420000,5371.600324,2026-06-26,68.050000,-0.109526,-0.093711,-0.015815,181,250.000000,69.000000,False
2026-06-18,182,600015,华夏银行,商业银行,-0.002396,6.630000,5371.600324,2026-06-26,6.510000,-0.018100,-0.093711,0.075612,182,102.000000,-80.000000,True
2026-06-18,183,688009,中国通号,专用设备,-0.002401,4.930000,5371.600324,2026-06-26,,,-0.093711,,183,,,False
2026-06-18,184,601888,中国中免,旅游零售,-0.002409,55.330000,5371.600324,2026-06-26,53.320000,-0.036327,-0.093711,0.057384,184,140.000000,-44.000000,True
2026-06-18,185,601601,601601,保险,-0.002430,29.980000,5371.600324,2026-06-26,28.430000,-0.051701,-0.093711,0.042010,185,175.000000,-10.000000,True
2026-06-18,186,002311,海大集团,养殖,-0.002443,41.200000,5371.600324,2026-06-26,43.560000,0.057282,-0.093711,0.150993,186,29.000000,-157.000000,True
2026-06-18,187,601229,601229,商业银行,-0.002469,8.840000,5371.600324,2026-06-26,8.890000,0.005656,-0.093711,0.099368,187,69.000000,-118.000000,True
2026-06-18,188,600958,600958,证券公司,-0.002477,9.210000,5371.600324,2026-06-26,9.390000,0.019544,-0.093711,0.113255,188,56.000000,-132.000000,True
2026-06-18,189,600900,600900,电力及电网,-0.002532,26.660000,5371.600324,2026-06-26,26.650000,-0.000375,-0.093711,0.093336,189,75.000000,-114.000000,True
2026-06-18,190,300433,蓝思科技,电子终端及组件,-0.002533,55.770000,5371.600324,2026-06-26,55.590000,-0.003228,-0.093711,0.090484,190,81.000000,-109.000000,True
2026-06-18,191,000338,潍柴动力,交通运输设备,-0.002544,30.090000,5371.600324,2026-06-26,27.950000,-0.071120,-0.093711,0.022591,191,203.000000,12.000000,True
2026-06-18,192,600660,600660,汽车零部件与轮胎,-0.002546,49.950000,5371.600324,2026-06-26,,,-0.093711,,192,,,False
2026-06-18,193,600031,三一重工,专用机械,-0.002608,18.370000,5371.600324,2026-06-26,17.680000,-0.037561,-0.093711,0.056150,193,144.000000,-49.000000,True
2026-06-18,194,600029,南方航空,运输业,-0.002656,5.290000,5371.600324,2026-06-26,5.410000,0.022684,-0.093711,0.116396,194,52.000000,-142.000000,True
2026-06-18,195,300750,宁德时代,储能设备,-0.002665,391.550000,5371.600324,2026-06-26,381.000000,-0.026944,-0.093711,0.066767,195,113.000000,-82.000000,True
2026-06-18,196,600674,600674,电力及电网,-0.002667,14.310000,5371.600324,2026-06-26,13.990000,-0.022362,-0.093711,0.071349,196,105.000000,-91.000000,True
2026-06-18,197,601318,601318,保险,-0.002686,49.380000,5371.600324,2026-06-26,47.230000,-0.043540,-0.093711,0.050172,197,160.000000,-37.000000,True
2026-06-18,198,000333,美的集团,家用电器,-0.002728,78.000000,5371.600324,2026-06-26,74.828000,-0.040667,-0.093711,0.053045,198,150.000000,-48.000000,True
2026-06-18,199,601186,601186,建筑与工程,-0.002840,6.300000,5371.600324,2026-06-26,6.020000,-0.044444,-0.093711,0.049267,199,163.000000,-36.000000,True
2026-06-18,200,301308,江波龙,数字芯片设计,-0.002869,577.790000,5371.600324,2026-06-26,679.600000,0.176206,-0.093711,0.269917,200,6.000000,-194.000000,True
2026-06-18,201,600930,600930,公用事业,-0.002894,5.280000,5371.600324,2026-06-26,4.830000,-0.085227,-0.093711,0.008484,201,227.000000,26.000000,True
2026-06-18,202,300760,迈瑞医疗,医疗器械,-0.002919,140.010000,5371.600324,2026-06-26,133.980000,-0.043068,-0.093711,0.050643,202,157.000000,-45.000000,True
2026-06-18,203,002352,顺丰控股,运输业,-0.002931,31.550000,5371.600324,2026-06-26,30.820000,-0.023138,-0.093711,0.070574,203,106.000000,-97.000000,True
2026-06-18,204,600760,600760,航空航天,-0.002939,41.270000,5371.600324,2026-06-26,40.590000,-0.016477,-0.093711,0.077235,204,99.000000,-105.000000,True
2026-06-18,205,601088,601088,煤炭,-0.002943,41.260000,5371.600324,2026-06-26,39.570000,-0.040960,-0.093711,0.052752,205,151.000000,-54.000000,True
2026-06-18,206,300866,安克创新,电子终端及组件,-0.002963,117.110000,5371.600324,2026-06-26,106.090000,-0.094100,-0.093711,-0.000388,206,238.000000,32.000000,False
2026-06-18,207,603501,豪威集团,集成电路,-0.002984,89.970000,5371.600324,2026-06-26,86.720000,-0.036123,-0.093711,0.057588,207,139.000000,-68.000000,True
2026-06-18,208,601766,601766,交通运输设备,-0.003020,5.600000,5371.600324,2026-06-26,5.220000,-0.067857,-0.093711,0.025854,208,195.000000,-13.000000,True
2026-06-18,209,600886,600886,电力及电网,-0.003041,13.070000,5371.600324,2026-06-26,13.060000,-0.000765,-0.093711,0.092946,209,76.000000,-133.000000,True
2026-06-18,210,601985,中国核电,电力及电网,-0.003043,9.120000,5371.600324,2026-06-26,8.930000,-0.020833,-0.093711,0.072878,210,104.000000,-106.000000,True
2026-06-18,211,600023,浙能电力,电力及电网,-0.003072,5.760000,5371.600324,2026-06-26,5.240000,-0.090278,-0.093711,0.003434,211,233.000000,22.000000,True
2026-06-18,212,601633,601633,乘用车,-0.003091,17.650000,5371.600324,2026-06-26,15.100000,-0.144476,-0.093711,-0.050764,212,257.000000,45.000000,False
2026-06-18,213,600039,四川路桥,建筑与工程,-0.003124,8.270000,5371.600324,2026-06-26,7.930000,-0.041112,-0.093711,0.052599,213,152.000000,-61.000000,True
2026-06-18,214,601698,601698,电信运营服务,-0.003131,30.890000,5371.600324,2026-06-26,29.350000,-0.049854,-0.093711,0.043857,214,172.000000,-42.000000,True
2026-06-18,215,000425,徐工机械,专用机械,-0.003176,8.990000,5371.600324,2026-06-26,8.220000,-0.085651,-0.093711,0.008061,215,228.000000,13.000000,True
2026-06-18,216,601669,601669,建筑与工程,-0.003181,4.940000,5371.600324,2026-06-26,4.780000,-0.032389,-0.093711,0.061323,216,127.000000,-89.000000,True
2026-06-18,217,300999,金龙鱼,食品,-0.003226,24.380000,5371.600324,2026-06-26,23.340000,-0.042658,-0.093711,0.051054,217,155.000000,-62.000000,True
2026-06-18,218,600000,浦发银行,商业银行,-0.003269,9.090000,5371.600324,2026-06-26,,,-0.093711,,218,,,False
2026-06-18,219,600406,600406,电网设备,-0.003325,23.060000,5371.600324,2026-06-26,22.740000,-0.013877,-0.093711,0.079835,219,93.000000,-126.000000,True
2026-06-18,220,600690,600690,家用电器,-0.003336,19.450000,5371.600324,2026-06-26,19.720000,0.013882,-0.093711,0.107593,220,60.000000,-160.000000,True
2026-06-18,221,002463,沪电股份,电子元器件,-0.003357,147.900000,5371.600324,2026-06-26,147.280000,-0.004192,-0.093711,0.089519,221,83.000000,-138.000000,True
2026-06-18,222,603288,海天味业,食品,-0.003377,32.440000,5371.600324,2026-06-26,,,-0.093711,,222,,,False
2026-06-18,223,601939,建设银行,商业银行,-0.003412,9.920000,5371.600324,2026-06-26,9.780000,-0.014113,-0.093711,0.079599,223,95.000000,-128.000000,True
2026-06-18,224,301165,锐捷网络,软件开发,-0.003445,67.800000,5371.600324,2026-06-26,,,-0.093711,,224,,,False
2026-06-18,225,600887,600887,食品,-0.003499,24.260000,5371.600324,2026-06-26,24.270000,0.000412,-0.093711,0.094124,225,74.000000,-151.000000,True
2026-06-18,226,000166,申万宏源,证券公司,-0.003501,4.410000,5371.600324,2026-06-26,4.400000,-0.002268,-0.093711,0.091444,226,80.000000,-146.000000,True
2026-06-18,227,601658,601658,商业银行,-0.003569,4.860000,5371.600324,2026-06-26,4.920000,0.012346,-0.093711,0.106057,227,62.000000,-165.000000,True
2026-06-18,228,300124,汇川技术,通用机械,-0.003573,71.180000,5371.600324,2026-06-26,63.280000,-0.110986,-0.093711,-0.017275,228,251.000000,23.000000,False
2026-06-18,229,601100,601100,通用机械,-0.003582,117.900000,5371.600324,2026-06-26,108.200000,-0.082273,-0.093711,0.011438,229,224.000000,-5.000000,True
2026-06-18,230,601668,601668,建筑与工程,-0.003593,4.610000,5371.600324,2026-06-26,4.400000,-0.045553,-0.093711,0.048158,230,165.000000,-65.000000,True
2026-06-18,231,000895,双汇发展,食品,-0.003624,22.790000,5371.600324,2026-06-26,22.800000,0.000439,-0.093711,0.094150,231,73.000000,-158.000000,True
2026-06-18,232,600019,宝钢股份,钢铁,-0.003657,5.680000,5371.600324,2026-06-26,,,-0.093711,,232,,,False
2026-06-18,233,601006,601006,运输业,-0.003698,4.940000,5371.600324,2026-06-26,,,-0.093711,,233,,,False
2026-06-18,234,600276,恒瑞医药,化学药,-0.003767,48.420000,5371.600324,2026-06-26,48.670000,0.005163,-0.093711,0.098875,234,70.000000,-164.000000,True
2026-06-18,235,603296,华勤技术,计算机设备,-0.003790,80.400000,5371.600324,2026-06-26,69.250000,-0.138682,-0.093711,-0.044970,235,255.000000,20.000000,False
2026-06-18,236,601618,601618,建筑与工程,-0.003800,2.670000,5371.600324,2026-06-26,,,-0.093711,,236,,,False
2026-06-18,237,601169,601169,商业银行,-0.003817,5.010000,5371.600324,2026-06-26,4.940000,-0.013972,-0.093711,0.079739,237,94.000000,-143.000000,True
2026-06-18,238,000301,东方盛虹,化学原料,-0.003916,11.590000,5371.600324,2026-06-26,11.390000,-0.017256,-0.093711,0.076455,238,100.000000,-138.000000,True
2026-06-18,239,601390,601390,建筑与工程,-0.003923,4.510000,5371.600324,2026-06-26,,,-0.093711,,239,,,False
2026-06-18,240,002027,分众传媒,传媒,-0.003984,5.020000,5371.600324,2026-06-26,,,-0.093711,,240,,,False
2026-06-18,241,600025,XD华能水,电力及电网,-0.003999,9.300000,5371.600324,2026-06-26,8.805000,-0.053226,-0.093711,0.040486,241,178.000000,-63.000000,True
2026-06-18,242,002415,海康威视,电子终端及组件,-0.004072,32.300000,5371.600324,2026-06-26,33.320000,0.031579,-0.093711,0.125290,242,45.000000,-197.000000,True
2026-06-18,243,001965,招商公路,交通基本设施,-0.004086,9.820000,5371.600324,2026-06-26,9.500000,-0.032587,-0.093711,0.061125,243,128.000000,-115.000000,True
2026-06-18,244,600050,中国联通,电信运营服务,-0.004088,4.280000,5371.600324,2026-06-26,4.050000,-0.053738,-0.093711,0.039973,244,179.000000,-65.000000,True
2026-06-18,245,601825,601825,商业银行,-0.004098,8.200000,5371.600324,2026-06-26,7.896000,-0.037073,-0.093711,0.056638,245,141.000000,-104.000000,True
2026-06-18,246,600018,上港集团,交通基本设施,-0.004113,4.890000,5371.600324,2026-06-26,4.760000,-0.026585,-0.093711,0.067127,246,111.000000,-135.000000,True
2026-06-18,247,002142,宁波银行,商业银行,-0.004177,30.780000,5371.600324,2026-06-26,31.130000,0.011371,-0.093711,0.105082,247,63.000000,-184.000000,True
2026-06-18,248,601838,601838,商业银行,-0.004209,18.660000,5371.600324,2026-06-26,17.960000,-0.037513,-0.093711,0.056198,248,143.000000,-105.000000,True
2026-06-18,249,600111,北方稀土,稀有金属,-0.004217,51.400000,5371.600324,2026-06-26,47.260000,-0.080545,-0.093711,0.013167,249,221.000000,-28.000000,True
2026-06-18,250,001280,中国铀业,其他小金属,-0.004226,73.650000,5371.600324,2026-06-26,67.200000,-0.087576,-0.093711,0.006135,250,232.000000,-18.000000,True
2026-06-18,251,601077,601077,商业银行,-0.004234,6.260000,5371.600324,2026-06-26,6.300000,0.006390,-0.093711,0.100101,251,68.000000,-183.000000,True
2026-06-18,252,600115,中国东航,运输业,-0.004239,3.920000,5371.600324,2026-06-26,4.050000,0.033163,-0.093711,0.126875,252,44.000000,-208.000000,True
2026-06-18,253,601319,601319,保险,-0.004251,6.650000,5371.600324,2026-06-26,6.910000,0.039098,-0.093711,0.132809,253,40.000000,-213.000000,True
2026-06-18,254,600600,600600,酒,-0.004256,53.900000,5371.600324,2026-06-26,,,-0.093711,,254,,,False
2026-06-18,255,688012,中微公司,半导体材料与设备,-0.004348,360.000000,5371.600324,2026-06-26,413.000000,0.147222,-0.093711,0.240934,255,11.000000,-244.000000,True
2026-06-18,256,601111,601111,运输业,-0.004373,6.240000,5371.600324,2026-06-26,6.370000,0.020833,-0.093711,0.114545,256,54.000000,-202.000000,True
2026-06-18,257,600460,600460,分立器件,-0.004382,41.830000,5371.600324,2026-06-26,50.380000,0.204399,-0.093711,0.298110,257,4.000000,-253.000000,True
2026-06-18,258,601998,中信银行,商业银行,-0.004466,7.270000,5371.600324,2026-06-26,7.130000,-0.019257,-0.093711,0.074454,258,103.000000,-155.000000,True
2026-06-18,259,600150,中国船舶,交通运输设备,-0.004507,36.140000,5371.600324,2026-06-26,33.400000,-0.075816,-0.093711,0.017895,259,211.000000,-48.000000,True
2026-06-18,260,601919,中远海控,运输业,-0.004533,13.800000,5371.600324,2026-06-26,13.390000,-0.029710,-0.093711,0.064001,260,123.000000,-137.000000,True
2026-06-18,261,002475,立讯精密,电子终端及组件,-0.004564,69.930000,5371.600324,2026-06-26,68.000000,-0.027599,-0.093711,0.066112,261,116.000000,-145.000000,True
2026-06-18,262,600795,600795,电力及电网,-0.004587,4.740000,5371.600324,2026-06-26,4.690000,-0.010549,-0.093711,0.083163,262,87.000000,-175.000000,True
2026-06-18,263,601728,601728,电信运营服务,-0.004657,5.680000,5371.600324,2026-06-26,5.320000,-0.063380,-0.093711,0.030331,263,188.000000,-75.000000,True
2026-06-18,264,601018,601018,交通基本设施,-0.004716,3.260000,5371.600324,2026-06-26,3.170000,-0.027607,-0.093711,0.066104,264,117.000000,-147.000000,True
2026-06-18,265,600028,中国石化,石油与天然气,-0.004737,4.710000,5371.600324,2026-06-26,4.520000,-0.040340,-0.093711,0.053372,265,149.000000,-116.000000,True
2026-06-18,266,601916,浙商银行,商业银行,-0.004886,2.990000,5371.600324,2026-06-26,2.770000,-0.073579,-0.093711,0.020133,266,207.000000,-59.000000,True
2026-06-18,267,601009,601009,商业银行,-0.004948,10.850000,5371.600324,2026-06-26,10.240000,-0.056221,-0.093711,0.037490,267,185.000000,-82.000000,True
2026-06-18,268,000100,TCL科技,光学光电子,-0.004998,5.000000,5371.600324,2026-06-26,5.400000,0.080000,-0.093711,0.173711,268,22.000000,-246.000000,True
2026-06-18,269,600905,600905,电力及电网,-0.005082,4.070000,5371.600324,2026-06-26,3.780000,-0.071253,-0.093711,0.022458,269,204.000000,-65.000000,True
2026-06-18,270,300316,晶盛机电,发电设备,-0.005099,53.890000,5371.600324,2026-06-26,58.370000,0.083132,-0.093711,0.176844,270,20.000000,-250.000000,True
2026-06-18,271,300803,指南针,计算机软件,-0.005164,95.760000,5371.600324,2026-06-26,94.790000,-0.010129,-0.093711,0.083582,271,86.000000,-185.000000,True
2026-06-18,272,601868,中国能建,建筑与工程,-0.005367,2.760000,5371.600324,2026-06-26,2.650000,-0.039855,-0.093711,0.053856,272,148.000000,-124.000000,True
2026-06-18,273,600016,民生银行,商业银行,-0.005693,3.480000,5371.600324,2026-06-26,3.290000,-0.054598,-0.093711,0.039114,273,181.000000,-92.000000,True
2026-06-18,274,688396,华润微,集成电路,-0.006317,73.590000,5371.600324,2026-06-26,84.720000,0.151243,-0.093711,0.244955,274,8.000000,-266.000000,True
2026-06-18,275,003816,中国广核,电力及电网,-0.006355,4.080000,5371.600324,2026-06-26,,,-0.093711,,275,,,False
2026-06-18,276,600048,保利发展,房地产开发与园区,-0.006386,4.920000,5371.600324,2026-06-26,4.750000,-0.034553,-0.093711,0.059159,276,135.000000,-141.000000,True
2026-06-18,277,601138,601138,电子终端及组件,-0.006404,78.080000,5371.600324,2026-06-26,70.220000,-0.100666,-0.093711,-0.006955,277,244.000000,-33.000000,False
2026-06-18,278,601988,中国银行,商业银行,-0.006683,5.780000,5371.600324,2026-06-26,5.760000,-0.003460,-0.093711,0.090251,278,82.000000,-196.000000,True
2026-06-18,279,601816,601816,运输业,-0.006843,4.590000,5371.600324,2026-06-26,4.530000,-0.013072,-0.093711,0.080640,279,91.000000,-188.000000,True
2026-06-18,280,601818,601818,商业银行,-0.006930,3.080000,5371.600324,2026-06-26,,,-0.093711,,280,,,False
2026-06-18,281,600010,包钢股份,钢铁,-0.007416,2.430000,5371.600324,2026-06-26,,,-0.093711,,281,,,False
2026-06-18,282,603993,洛阳钼业,稀有金属,-0.007583,20.040000,5371.600324,2026-06-26,17.240000,-0.139721,-0.093711,-0.046009,282,256.000000,-26.000000,False
2026-06-18,283,000988,华工科技,其他电子,-0.007683,177.550000,5371.600324,2026-06-26,160.940000,-0.093551,-0.093711,0.000160,283,237.000000,-46.000000,True
2026-06-18,284,600584,600584,集成电路,-0.008572,83.030000,5371.600324,2026-06-26,,,-0.093711,,284,,,False
2026-06-18,285,600522,600522,通信设备,-0.009680,56.550000,5371.600324,2026-06-26,,,-0.093711,,285,,,False
2026-06-18,286,688981,中芯国际,集成电路,-0.010510,140.700000,5371.600324,2026-06-26,148.760000,0.057285,-0.093711,0.150996,286,28.000000,-258.000000,True
2026-06-18,287,300442,润泽科技,专用机械,-0.011391,85.180000,5371.600324,2026-06-26,77.770000,-0.086992,-0.093711,0.006719,287,231.000000,-56.000000,True
2026-06-18,288,300308,中际旭创,通信设备,-0.012063,1367.880000,5371.600324,2026-06-26,1253.890000,-0.083333,-0.093711,0.010378,288,225.000000,-63.000000,True
2026-06-18,289,002384,东山精密,电子元件,-0.012693,273.000000,5371.600324,2026-06-26,260.320000,-0.046447,-0.093711,0.047265,289,168.000000,-121.000000,True
2026-06-18,290,688082,盛美上海,半导体材料与设备,-0.013247,378.750000,5371.600324,2026-06-26,,,-0.093711,,290,,,False
2026-06-18,291,301269,华大九天,软件和信息技术服务业,-0.014998,104.000000,5371.600324,2026-06-26,,,-0.093711,,291,,,False
2026-06-18,292,603019,中科曙光,电子终端及组件,-0.015063,88.680000,5371.600324,2026-06-26,98.760000,0.113667,-0.093711,0.207379,292,17.000000,-275.000000,True
2026-06-18,293,000725,京东方Ａ,光学光电子,-0.015343,6.550000,5371.600324,2026-06-26,7.790000,0.189313,-0.093711,0.283024,293,5.000000,-288.000000,True
2026-06-18,294,688047,龙芯中科,集成电路,-0.015468,146.490000,5371.600324,2026-06-26,144.920000,-0.010717,-0.093711,0.082994,294,88.000000,-206.000000,True
2026-06-18,295,688008,澜起科技,集成电路,-0.017228,269.900000,5371.600324,2026-06-26,261.820000,-0.029937,-0.093711,0.063774,295,124.000000,-171.000000,True
2026-06-18,296,600362,600362,工业金属,-0.017468,53.310000,5371.600324,2026-06-26,42.390000,-0.204840,-0.093711,-0.111128,296,264.000000,-32.000000,False
2026-06-18,297,000657,中钨高新,稀有金属,-0.020865,98.480000,5371.600324,2026-06-26,99.510000,0.010459,-0.093711,0.104170,297,64.000000,-233.000000,True
2026-06-18,298,300661,圣邦股份,集成电路,-0.025642,132.770000,5371.600324,2026-06-26,131.550000,-0.009189,-0.093711,0.084523,298,85.000000,-213.000000,True
2026-06-18,299,600549,600549,稀有金属,-0.033456,85.910000,5371.600324,2026-06-26,84.500000,-0.016413,-0.093711,0.077299,299,97.000000,-202.000000,True
2026-06-18,300,600176,中国巨石,其他非金属材料,-0.040944,53.500000,5371.600324,2026-06-26,74.120000,0.385421,-0.093711,0.479132,300,1.000000,-299.000000,True
